image,video,frame,time_sec,annotation_class,annotation_status
data/field_segmentation/images_to_annotate/army_vs_colgate_2025_frame_0005937.jpg,data/raw_videos/patriot_league/army/army_vs_colgate_2025.mp4,5937,237.48,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_vs_colgate_2025_frame_0008164.jpg,data/raw_videos/patriot_league/army/army_vs_colgate_2025.mp4,8164,326.56,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_vs_colgate_2025_frame_0010019.jpg,data/raw_videos/patriot_league/army/army_vs_colgate_2025.mp4,10019,400.76,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_vs_colgate_2025_frame_0010205.jpg,data/raw_videos/patriot_league/army/army_vs_colgate_2025.mp4,10205,408.2,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_vs_colgate_2025_frame_0012060.jpg,data/raw_videos/patriot_league/army/army_vs_colgate_2025.mp4,12060,482.4,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_vs_colgate_2025_frame_0013359.jpg,data/raw_videos/patriot_league/army/army_vs_colgate_2025.mp4,13359,534.36,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_vs_colgate_2025_frame_0014658.jpg,data/raw_videos/patriot_league/army/army_vs_colgate_2025.mp4,14658,586.32,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_vs_colgate_2025_frame_0016513.jpg,data/raw_videos/patriot_league/army/army_vs_colgate_2025.mp4,16513,660.52,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_vs_colgate_2025_frame_0018554.jpg,data/raw_videos/patriot_league/army/army_vs_colgate_2025.mp4,18554,742.16,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_vs_colgate_2025_frame_0019296.jpg,data/raw_videos/patriot_league/army/army_vs_colgate_2025.mp4,19296,771.84,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_vs_colgate_2025_frame_0021523.jpg,data/raw_videos/patriot_league/army/army_vs_colgate_2025.mp4,21523,860.92,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bu_vs_colgate_2025_frame_0000000.jpg,data/raw_videos/patriot_league/bu/bu_vs_colgate_2025.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bu_vs_colgate_2025_frame_0001549.jpg,data/raw_videos/patriot_league/bu/bu_vs_colgate_2025.mp4,1549,61.96,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bu_vs_colgate_2025_frame_0002905.jpg,data/raw_videos/patriot_league/bu/bu_vs_colgate_2025.mp4,2905,116.2,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bu_vs_colgate_2025_frame_0005229.jpg,data/raw_videos/patriot_league/bu/bu_vs_colgate_2025.mp4,5229,209.16,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bu_vs_colgate_2025_frame_0006972.jpg,data/raw_videos/patriot_league/bu/bu_vs_colgate_2025.mp4,6972,278.88,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bu_vs_colgate_2025_frame_0008522.jpg,data/raw_videos/patriot_league/bu/bu_vs_colgate_2025.mp4,8522,340.88,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bu_vs_colgate_2025_frame_0009878.jpg,data/raw_videos/patriot_league/bu/bu_vs_colgate_2025.mp4,9878,395.12,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bu_vs_colgate_2025_frame_0012008.jpg,data/raw_videos/patriot_league/bu/bu_vs_colgate_2025.mp4,12008,480.32,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bu_vs_colgate_2025_frame_0012396.jpg,data/raw_videos/patriot_league/bu/bu_vs_colgate_2025.mp4,12396,495.84,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bu_vs_colgate_2025_frame_0014139.jpg,data/raw_videos/patriot_league/bu/bu_vs_colgate_2025.mp4,14139,565.56,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bu_vs_colgate_2025_frame_0016076.jpg,data/raw_videos/patriot_league/bu/bu_vs_colgate_2025.mp4,16076,643.04,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bu_vs_colgate_2025_frame_0018206.jpg,data/raw_videos/patriot_league/bu/bu_vs_colgate_2025.mp4,18206,728.24,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bu_vs_colgate_2025_frame_0018400.jpg,data/raw_videos/patriot_league/bu/bu_vs_colgate_2025.mp4,18400,736.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bu_vs_colgate_2025_frame_0020724.jpg,data/raw_videos/patriot_league/bu/bu_vs_colgate_2025.mp4,20724,828.96,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bu_vs_colgate_2025_frame_0021499.jpg,data/raw_videos/patriot_league/bu/bu_vs_colgate_2025.mp4,21499,859.96,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bucknell_vs_american_2025_frame_0000000.jpg,data/raw_videos/patriot_league/bucknell/bucknell_vs_american_2025.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bucknell_vs_american_2025_frame_0002795.jpg,data/raw_videos/patriot_league/bucknell/bucknell_vs_american_2025.mp4,2795,111.8,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bucknell_vs_american_2025_frame_0004392.jpg,data/raw_videos/patriot_league/bucknell/bucknell_vs_american_2025.mp4,4392,175.68,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bucknell_vs_american_2025_frame_0004791.jpg,data/raw_videos/patriot_league/bucknell/bucknell_vs_american_2025.mp4,4791,191.64,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bucknell_vs_american_2025_frame_0007187.jpg,data/raw_videos/patriot_league/bucknell/bucknell_vs_american_2025.mp4,7187,287.48,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bucknell_vs_american_2025_frame_0008385.jpg,data/raw_videos/patriot_league/bucknell/bucknell_vs_american_2025.mp4,8385,335.4,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bucknell_vs_american_2025_frame_0009383.jpg,data/raw_videos/patriot_league/bucknell/bucknell_vs_american_2025.mp4,9383,375.32,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bucknell_vs_american_2025_frame_0012178.jpg,data/raw_videos/patriot_league/bucknell/bucknell_vs_american_2025.mp4,12178,487.12,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bucknell_vs_american_2025_frame_0013576.jpg,data/raw_videos/patriot_league/bucknell/bucknell_vs_american_2025.mp4,13576,543.04,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bucknell_vs_american_2025_frame_0014774.jpg,data/raw_videos/patriot_league/bucknell/bucknell_vs_american_2025.mp4,14774,590.96,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bucknell_vs_american_2025_frame_0016371.jpg,data/raw_videos/patriot_league/bucknell/bucknell_vs_american_2025.mp4,16371,654.84,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bucknell_vs_american_2025_frame_0017569.jpg,data/raw_videos/patriot_league/bucknell/bucknell_vs_american_2025.mp4,17569,702.76,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bucknell_vs_american_2025_frame_0019366.jpg,data/raw_videos/patriot_league/bucknell/bucknell_vs_american_2025.mp4,19366,774.64,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bucknell_vs_american_2025_frame_0020564.jpg,data/raw_videos/patriot_league/bucknell/bucknell_vs_american_2025.mp4,20564,822.56,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/bucknell_vs_american_2025_frame_0023359.jpg,data/raw_videos/patriot_league/bucknell/bucknell_vs_american_2025.mp4,23359,934.36,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/colgate_vs_bucknell_2025_frame_0000000.jpg,data/raw_videos/patriot_league/colgate/colgate_vs_bucknell_2025.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/colgate_vs_bucknell_2025_frame_0003191.jpg,data/raw_videos/patriot_league/colgate/colgate_vs_bucknell_2025.mp4,3191,106.367,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/colgate_vs_bucknell_2025_frame_0005015.jpg,data/raw_videos/patriot_league/colgate/colgate_vs_bucknell_2025.mp4,5015,167.167,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/colgate_vs_bucknell_2025_frame_0006839.jpg,data/raw_videos/patriot_league/colgate/colgate_vs_bucknell_2025.mp4,6839,227.967,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/colgate_vs_bucknell_2025_frame_0007295.jpg,data/raw_videos/patriot_league/colgate/colgate_vs_bucknell_2025.mp4,7295,243.167,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/colgate_vs_bucknell_2025_frame_0009119.jpg,data/raw_videos/patriot_league/colgate/colgate_vs_bucknell_2025.mp4,9119,303.967,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/colgate_vs_bucknell_2025_frame_0011855.jpg,data/raw_videos/patriot_league/colgate/colgate_vs_bucknell_2025.mp4,11855,395.167,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/colgate_vs_bucknell_2025_frame_0013223.jpg,data/raw_videos/patriot_league/colgate/colgate_vs_bucknell_2025.mp4,13223,440.767,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/colgate_vs_bucknell_2025_frame_0015959.jpg,data/raw_videos/patriot_league/colgate/colgate_vs_bucknell_2025.mp4,15959,531.967,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/colgate_vs_bucknell_2025_frame_0017783.jpg,data/raw_videos/patriot_league/colgate/colgate_vs_bucknell_2025.mp4,17783,592.767,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/colgate_vs_bucknell_2025_frame_0018239.jpg,data/raw_videos/patriot_league/colgate/colgate_vs_bucknell_2025.mp4,18239,607.967,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/colgate_vs_bucknell_2025_frame_0020519.jpg,data/raw_videos/patriot_league/colgate/colgate_vs_bucknell_2025.mp4,20519,683.967,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/colgate_vs_bucknell_2025_frame_0022571.jpg,data/raw_videos/patriot_league/colgate/colgate_vs_bucknell_2025.mp4,22571,752.367,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/colgate_vs_bucknell_2025_frame_0024167.jpg,data/raw_videos/patriot_league/colgate/colgate_vs_bucknell_2025.mp4,24167,805.567,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/colgate_vs_bucknell_2025_frame_0026447.jpg,data/raw_videos/patriot_league/colgate/colgate_vs_bucknell_2025.mp4,26447,881.567,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_vs_colgate_2025_frame_0000000.jpg,data/raw_videos/patriot_league/holy_cross/holy_cross_vs_colgate_2025.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_vs_colgate_2025_frame_0001504.jpg,data/raw_videos/patriot_league/holy_cross/holy_cross_vs_colgate_2025.mp4,1504,60.16,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_vs_colgate_2025_frame_0003949.jpg,data/raw_videos/patriot_league/holy_cross/holy_cross_vs_colgate_2025.mp4,3949,157.96,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_vs_colgate_2025_frame_0004702.jpg,data/raw_videos/patriot_league/holy_cross/holy_cross_vs_colgate_2025.mp4,4702,188.08,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_vs_colgate_2025_frame_0007147.jpg,data/raw_videos/patriot_league/holy_cross/holy_cross_vs_colgate_2025.mp4,7147,285.88,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_vs_colgate_2025_frame_0008463.jpg,data/raw_videos/patriot_league/holy_cross/holy_cross_vs_colgate_2025.mp4,8463,338.52,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_vs_colgate_2025_frame_0009780.jpg,data/raw_videos/patriot_league/holy_cross/holy_cross_vs_colgate_2025.mp4,9780,391.2,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_vs_colgate_2025_frame_0011473.jpg,data/raw_videos/patriot_league/holy_cross/holy_cross_vs_colgate_2025.mp4,11473,458.92,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_vs_colgate_2025_frame_0012413.jpg,data/raw_videos/patriot_league/holy_cross/holy_cross_vs_colgate_2025.mp4,12413,496.52,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_vs_colgate_2025_frame_0014294.jpg,data/raw_videos/patriot_league/holy_cross/holy_cross_vs_colgate_2025.mp4,14294,571.76,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_vs_colgate_2025_frame_0015234.jpg,data/raw_videos/patriot_league/holy_cross/holy_cross_vs_colgate_2025.mp4,15234,609.36,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_vs_colgate_2025_frame_0017491.jpg,data/raw_videos/patriot_league/holy_cross/holy_cross_vs_colgate_2025.mp4,17491,699.64,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_vs_colgate_2025_frame_0018808.jpg,data/raw_videos/patriot_league/holy_cross/holy_cross_vs_colgate_2025.mp4,18808,752.32,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_vs_colgate_2025_frame_0019936.jpg,data/raw_videos/patriot_league/holy_cross/holy_cross_vs_colgate_2025.mp4,19936,797.44,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_vs_colgate_2025_frame_0021441.jpg,data/raw_videos/patriot_league/holy_cross/holy_cross_vs_colgate_2025.mp4,21441,857.64,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_vs_colgate_2025_frame_0000000.jpg,data/raw_videos/patriot_league/lafayette/lafayette_vs_colgate_2025.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_vs_colgate_2025_frame_0001331.jpg,data/raw_videos/patriot_league/lafayette/lafayette_vs_colgate_2025.mp4,1331,53.24,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_vs_colgate_2025_frame_0003615.jpg,data/raw_videos/patriot_league/lafayette/lafayette_vs_colgate_2025.mp4,3615,144.6,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_vs_colgate_2025_frame_0004566.jpg,data/raw_videos/patriot_league/lafayette/lafayette_vs_colgate_2025.mp4,4566,182.64,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_vs_colgate_2025_frame_0006469.jpg,data/raw_videos/patriot_league/lafayette/lafayette_vs_colgate_2025.mp4,6469,258.76,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_vs_colgate_2025_frame_0007801.jpg,data/raw_videos/patriot_league/lafayette/lafayette_vs_colgate_2025.mp4,7801,312.04,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_vs_colgate_2025_frame_0009703.jpg,data/raw_videos/patriot_league/lafayette/lafayette_vs_colgate_2025.mp4,9703,388.12,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_vs_colgate_2025_frame_0011606.jpg,data/raw_videos/patriot_league/lafayette/lafayette_vs_colgate_2025.mp4,11606,464.24,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_vs_colgate_2025_frame_0013128.jpg,data/raw_videos/patriot_league/lafayette/lafayette_vs_colgate_2025.mp4,13128,525.12,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_vs_colgate_2025_frame_0014270.jpg,data/raw_videos/patriot_league/lafayette/lafayette_vs_colgate_2025.mp4,14270,570.8,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_vs_colgate_2025_frame_0016172.jpg,data/raw_videos/patriot_league/lafayette/lafayette_vs_colgate_2025.mp4,16172,646.88,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_vs_colgate_2025_frame_0017695.jpg,data/raw_videos/patriot_league/lafayette/lafayette_vs_colgate_2025.mp4,17695,707.8,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_vs_colgate_2025_frame_0019026.jpg,data/raw_videos/patriot_league/lafayette/lafayette_vs_colgate_2025.mp4,19026,761.04,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_vs_colgate_2025_frame_0020168.jpg,data/raw_videos/patriot_league/lafayette/lafayette_vs_colgate_2025.mp4,20168,806.72,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_vs_colgate_2025_frame_0022261.jpg,data/raw_videos/patriot_league/lafayette/lafayette_vs_colgate_2025.mp4,22261,890.44,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lehigh_vs_bucknell_2025_frame_0000000.jpg,data/raw_videos/patriot_league/lehigh/lehigh_vs_bucknell_2025.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lehigh_vs_bucknell_2025_frame_0001581.jpg,data/raw_videos/patriot_league/lehigh/lehigh_vs_bucknell_2025.mp4,1581,63.24,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lehigh_vs_bucknell_2025_frame_0002964.jpg,data/raw_videos/patriot_league/lehigh/lehigh_vs_bucknell_2025.mp4,2964,118.56,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lehigh_vs_bucknell_2025_frame_0005731.jpg,data/raw_videos/patriot_league/lehigh/lehigh_vs_bucknell_2025.mp4,5731,229.24,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lehigh_vs_bucknell_2025_frame_0007312.jpg,data/raw_videos/patriot_league/lehigh/lehigh_vs_bucknell_2025.mp4,7312,292.48,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lehigh_vs_bucknell_2025_frame_0008696.jpg,data/raw_videos/patriot_league/lehigh/lehigh_vs_bucknell_2025.mp4,8696,347.84,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lehigh_vs_bucknell_2025_frame_0010475.jpg,data/raw_videos/patriot_league/lehigh/lehigh_vs_bucknell_2025.mp4,10475,419.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lehigh_vs_bucknell_2025_frame_0011463.jpg,data/raw_videos/patriot_league/lehigh/lehigh_vs_bucknell_2025.mp4,11463,458.52,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lehigh_vs_bucknell_2025_frame_0013044.jpg,data/raw_videos/patriot_league/lehigh/lehigh_vs_bucknell_2025.mp4,13044,521.76,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lehigh_vs_bucknell_2025_frame_0014032.jpg,data/raw_videos/patriot_league/lehigh/lehigh_vs_bucknell_2025.mp4,14032,561.28,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lehigh_vs_bucknell_2025_frame_0016404.jpg,data/raw_videos/patriot_league/lehigh/lehigh_vs_bucknell_2025.mp4,16404,656.16,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lehigh_vs_bucknell_2025_frame_0017195.jpg,data/raw_videos/patriot_league/lehigh/lehigh_vs_bucknell_2025.mp4,17195,687.8,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lehigh_vs_bucknell_2025_frame_0018974.jpg,data/raw_videos/patriot_league/lehigh/lehigh_vs_bucknell_2025.mp4,18974,758.96,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lehigh_vs_bucknell_2025_frame_0021741.jpg,data/raw_videos/patriot_league/lehigh/lehigh_vs_bucknell_2025.mp4,21741,869.64,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lehigh_vs_bucknell_2025_frame_0023322.jpg,data/raw_videos/patriot_league/lehigh/lehigh_vs_bucknell_2025.mp4,23322,932.88,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/loyola_vs_army_2025_frame_0000000.jpg,data/raw_videos/patriot_league/loyola/loyola_vs_army_2025.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/loyola_vs_army_2025_frame_0002771.jpg,data/raw_videos/patriot_league/loyola/loyola_vs_army_2025.mp4,2771,110.84,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/loyola_vs_army_2025_frame_0003563.jpg,data/raw_videos/patriot_league/loyola/loyola_vs_army_2025.mp4,3563,142.52,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/loyola_vs_army_2025_frame_0005146.jpg,data/raw_videos/patriot_league/loyola/loyola_vs_army_2025.mp4,5146,205.84,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/loyola_vs_army_2025_frame_0007522.jpg,data/raw_videos/patriot_league/loyola/loyola_vs_army_2025.mp4,7522,300.88,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/loyola_vs_army_2025_frame_0008115.jpg,data/raw_videos/patriot_league/loyola/loyola_vs_army_2025.mp4,8115,324.6,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/loyola_vs_army_2025_frame_0009501.jpg,data/raw_videos/patriot_league/loyola/loyola_vs_army_2025.mp4,9501,380.04,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/loyola_vs_army_2025_frame_0010887.jpg,data/raw_videos/patriot_league/loyola/loyola_vs_army_2025.mp4,10887,435.48,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/loyola_vs_army_2025_frame_0013064.jpg,data/raw_videos/patriot_league/loyola/loyola_vs_army_2025.mp4,13064,522.56,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/loyola_vs_army_2025_frame_0014846.jpg,data/raw_videos/patriot_league/loyola/loyola_vs_army_2025.mp4,14846,593.84,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/loyola_vs_army_2025_frame_0017023.jpg,data/raw_videos/patriot_league/loyola/loyola_vs_army_2025.mp4,17023,680.92,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/loyola_vs_army_2025_frame_0018607.jpg,data/raw_videos/patriot_league/loyola/loyola_vs_army_2025.mp4,18607,744.28,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/loyola_vs_army_2025_frame_0018805.jpg,data/raw_videos/patriot_league/loyola/loyola_vs_army_2025.mp4,18805,752.2,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/loyola_vs_army_2025_frame_0020982.jpg,data/raw_videos/patriot_league/loyola/loyola_vs_army_2025.mp4,20982,839.28,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/loyola_vs_army_2025_frame_0023160.jpg,data/raw_videos/patriot_league/loyola/loyola_vs_army_2025.mp4,23160,926.4,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/navy_vs_lafayette_2025_frame_0000000.jpg,data/raw_videos/patriot_league/navy/navy_vs_lafayette_2025.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/navy_vs_lafayette_2025_frame_0002076.jpg,data/raw_videos/patriot_league/navy/navy_vs_lafayette_2025.mp4,2076,83.04,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/navy_vs_lafayette_2025_frame_0004152.jpg,data/raw_videos/patriot_league/navy/navy_vs_lafayette_2025.mp4,4152,166.08,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/navy_vs_lafayette_2025_frame_0004341.jpg,data/raw_videos/patriot_league/navy/navy_vs_lafayette_2025.mp4,4341,173.64,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/navy_vs_lafayette_2025_frame_0006229.jpg,data/raw_videos/patriot_league/navy/navy_vs_lafayette_2025.mp4,6229,249.16,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/navy_vs_lafayette_2025_frame_0007739.jpg,data/raw_videos/patriot_league/navy/navy_vs_lafayette_2025.mp4,7739,309.56,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/navy_vs_lafayette_2025_frame_0010193.jpg,data/raw_videos/patriot_league/navy/navy_vs_lafayette_2025.mp4,10193,407.72,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/navy_vs_lafayette_2025_frame_0011703.jpg,data/raw_videos/patriot_league/navy/navy_vs_lafayette_2025.mp4,11703,468.12,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/navy_vs_lafayette_2025_frame_0013213.jpg,data/raw_videos/patriot_league/navy/navy_vs_lafayette_2025.mp4,13213,528.52,playable_field,needs_polygon
